Año,Mes,Hora,Generacion_MW
4,3,12," 1,445 "
4,4,12," 1,258 "
4,5,12," 1,124 "
4,6,12," 1,001 "
4,7,12," 1,072 "
4,8,12," 1,241 "
4,9,12," 1,382 "
4,10,12," 1,493 "
4,11,12," 1,451 "
4,12,12," 1,500 "
5,1,12," 1,491 "
5,2,12," 1,342 "
5,3,12," 1,445 "
5,4,12," 1,258 "
5,5,12," 1,124 "
5,6,12," 1,001 "
5,7,12," 1,072 "
5,8,12," 1,241 "
5,9,12," 1,382 "
5,10,12," 1,493 "
5,11,12," 1,451 "
5,12,12," 1,500 "
6,1,12," 1,491 "
6,2,12," 1,342 "
6,3,12," 1,445 "
6,4,12," 1,258 "
6,5,12," 1,124 "
6,6,12," 1,001 "
6,7,12," 1,072 "
6,8,12," 1,241 "
6,9,12," 1,382 "
6,10,12," 1,493 "
6,11,12," 1,451 "
6,12,12," 1,500 "
7,1,12," 1,491 "
7,2,12," 1,342 "
7,3,12," 1,445 "
7,4,12," 1,258 "
7,5,12," 1,124 "
7,6,12," 1,001 "
7,7,12," 1,072 "
7,8,12," 1,241 "
7,9,12," 1,382 "
7,10,12," 1,493 "
7,11,12," 1,451 "
7,12,12," 1,500 "
8,1,12," 1,491 "
8,2,12," 1,342 "
8,3,12," 1,445 "
8,4,12," 1,258 "
8,5,12," 1,124 "
8,6,12," 1,001 "
8,7,12," 1,072 "
8,8,12," 1,241 "
8,9,12," 1,382 "
8,10,12," 1,493 "
8,11,12," 1,451 "
8,12,12," 1,500 "
9,1,12," 1,491 "
9,2,12," 1,342 "
9,3,12," 1,445 "
9,4,12," 1,258 "
9,5,12," 1,124 "
9,6,12," 1,001 "
9,7,12," 1,072 "
9,8,12," 1,241 "
9,9,12," 1,382 "
9,10,12," 1,493 "
9,11,12," 1,451 "
9,12,12," 1,500 "
10,1,12," 1,491 "
10,2,12," 1,342 "
10,3,12," 1,445 "
10,4,12," 1,258 "
10,5,12," 1,124 "
10,6,12," 1,001 "
10,7,12," 1,072 "
10,8,12," 1,241 "
10,9,12," 1,382 "
10,10,12," 1,493 "
10,11,12," 1,451 "
10,12,12," 1,500 "
1,1,13," 1,491 "
1,2,13," 1,357 "
1,3,13," 1,437 "
1,4,13," 1,241 "
1,5,13," 1,104 "
1,6,13, 991 
1,7,13," 1,077 "
1,8,13," 1,214 "
1,9,13," 1,370 "
1,10,13," 1,492 "
1,11,13," 1,452 "
1,12,13," 1,498 "
2,1,13," 1,491 "
2,2,13," 1,357 "
2,3,13," 1,437 "
2,4,13," 1,241 "
2,5,13," 1,104 "
2,6,13, 991 
2,7,13," 1,077 "
2,8,13," 1,214 "
2,9,13," 1,370 "
2,10,13," 1,492 "
2,11,13," 1,452 "
2,12,13," 1,498 "
3,1,13," 1,491 "
3,2,13," 1,357 "
3,3,13," 1,437 "
3,4,13," 1,241 "
3,5,13," 1,104 "
3,6,13, 991 
3,7,13," 1,077 "
3,8,13," 1,214 "
3,9,13," 1,370 "
3,10,13," 1,492 "
3,11,13," 1,452 "
3,12,13," 1,498 "
4,1,13," 1,491 "
4,2,13," 1,357 "
4,3,13," 1,437 "
4,4,13," 1,241 "
4,5,13," 1,104 "
4,6,13, 991 
4,7,13," 1,077 "
4,8,13," 1,214 "
4,9,13," 1,370 "
4,10,13," 1,492 "
4,11,13," 1,452 "
4,12,13," 1,498 "
5,1,13," 1,491 "
5,2,13," 1,357 "
5,3,13," 1,437 "
5,4,13," 1,241 "
5,5,13," 1,104 "
5,6,13, 991 
5,7,13," 1,077 "
5,8,13," 1,214 "
5,9,13," 1,370 "
5,10,13," 1,492 "
5,11,13," 1,452 "
5,12,13," 1,498 "
6,1,13," 1,491 "
6,2,13," 1,357 "
6,3,13," 1,437 "
6,4,13," 1,241 "
6,5,13," 1,104 "
6,6,13, 991 
6,7,13," 1,077 "
6,8,13," 1,214 "
6,9,13," 1,370 "
6,10,13," 1,492 "
6,11,13," 1,452 "
6,12,13," 1,498 "
7,1,13," 1,491 "
7,2,13," 1,357 "
7,3,13," 1,437 "
7,4,13," 1,241 "
7,5,13," 1,104 "
7,6,13, 991 
7,7,13," 1,077 "
7,8,13," 1,214 "
7,9,13," 1,370 "
7,10,13," 1,492 "
7,11,13," 1,452 "
7,12,13," 1,498 "
8,1,13," 1,491 "
8,2,13," 1,357 "
8,3,13," 1,437 "
8,4,13," 1,241 "
8,5,13," 1,104 "
8,6,13, 991 
8,7,13," 1,077 "
8,8,13," 1,214 "
8,9,13," 1,370 "
8,10,13," 1,492 "
8,11,13," 1,452 "
8,12,13," 1,498 "
9,1,13," 1,491 "
9,2,13," 1,357 "
9,3,13," 1,437 "
9,4,13," 1,241 "
9,5,13," 1,104 "
9,6,13, 991 
9,7,13," 1,077 "
9,8,13," 1,214 "
9,9,13," 1,370 "
9,10,13," 1,492 "
9,11,13," 1,452 "
9,12,13," 1,498 "
10,1,13," 1,491 "
10,2,13," 1,357 "
10,3,13," 1,437 "
10,4,13," 1,241 "
10,5,13," 1,104 "
10,6,13, 991 
10,7,13," 1,077 "
10,8,13," 1,214 "
10,9,13," 1,370 "
10,10,13," 1,492 "
10,11,13," 1,452 "
10,12,13," 1,498 "
1,1,14," 1,467 "
1,2,14," 1,360 "
1,3,14," 1,442 "
1,4,14," 1,251 "
1,5,14," 1,129 "
1,6,14," 1,002 "
1,7,14," 1,092 "
1,8,14," 1,220 "
1,9,14," 1,377 "
1,10,14," 1,486 "
1,11,14," 1,453 "
1,12,14," 1,500 "
2,1,14," 1,467 "
2,2,14," 1,360 "
2,3,14," 1,442 "
2,4,14," 1,251 "
2,5,14," 1,129 "
2,6,14," 1,002 "
2,7,14," 1,092 "
2,8,14," 1,220 "
2,9,14," 1,377 "
2,10,14," 1,486 "
2,11,14," 1,453 "
2,12,14," 1,500 "
3,1,14," 1,467 "
3,2,14," 1,360 "
3,3,14," 1,442 "
3,4,14," 1,251 "
3,5,14," 1,129 "
3,6,14," 1,002 "
3,7,14," 1,092 "
3,8,14," 1,220 "
3,9,14," 1,377 "
3,10,14," 1,486 "
3,11,14," 1,453 "
3,12,14," 1,500 "
4,1,14," 1,467 "
4,2,14," 1,360 "
4,3,14," 1,442 "
4,4,14," 1,251 "
4,5,14," 1,129 "
4,6,14," 1,002 "
4,7,14," 1,092 "
4,8,14," 1,220 "
4,9,14," 1,377 "
4,10,14," 1,486 "
4,11,14," 1,453 "
4,12,14," 1,500 "
5,1,14," 1,467 "
5,2,14," 1,360 "
5,3,14," 1,442 "
5,4,14," 1,251 "
5,5,14," 1,129 "
5,6,14," 1,002 "
5,7,14," 1,092 "
5,8,14," 1,220 "
5,9,14," 1,377 "
5,10,14," 1,486 "
5,11,14," 1,453 "
5,12,14," 1,500 "
6,1,14," 1,467 "
6,2,14," 1,360 "
6,3,14," 1,442 "
6,4,14," 1,251 "
6,5,14," 1,129 "
6,6,14," 1,002 "
6,7,14," 1,092 "
6,8,14," 1,220 "
6,9,14," 1,377 "
6,10,14," 1,486 "
6,11,14," 1,453 "
6,12,14," 1,500 "
7,1,14," 1,467 "
7,2,14," 1,360 "
7,3,14," 1,442 "
7,4,14," 1,251 "
7,5,14," 1,129 "
7,6,14," 1,002 "
7,7,14," 1,092 "
7,8,14," 1,220 "
7,9,14," 1,377 "
7,10,14," 1,486 "
7,11,14," 1,453 "
7,12,14," 1,500 "
8,1,14," 1,467 "
8,2,14," 1,360 "
8,3,14," 1,442 "
8,4,14," 1,251 "
8,5,14," 1,129 "
8,6,14," 1,002 "
8,7,14," 1,092 "
8,8,14," 1,220 "
8,9,14," 1,377 "
8,10,14," 1,486 "
8,11,14," 1,453 "
8,12,14," 1,500 "
9,1,14," 1,467 "
9,2,14," 1,360 "
9,3,14," 1,442 "
9,4,14," 1,251 "
9,5,14," 1,129 "
9,6,14," 1,002 "
9,7,14," 1,092 "
9,8,14," 1,220 "
9,9,14," 1,377 "
9,10,14," 1,486 "
9,11,14," 1,453 "
9,12,14," 1,500 "
10,1,14," 1,467 "
10,2,14," 1,360 "
10,3,14," 1,442 "
10,4,14," 1,251 "
10,5,14," 1,129 "
10,6,14," 1,002 "
10,7,14," 1,092 "
10,8,14," 1,220 "
10,9,14," 1,377 "
10,10,14," 1,486 "
10,11,14," 1,453 "
10,12,14," 1,500 "
1,1,15," 1,486 "
1,2,15," 1,360 "
1,3,15," 1,445 "
1,4,15," 1,251 "
1,5,15," 1,126 "
1,6,15," 1,004 "
1,7,15," 1,108 "
1,8,15," 1,233 "
1,9,15," 1,375 "
1,10,15," 1,480 "
1,11,15," 1,451 "
1,12,15," 1,499 "
2,1,15," 1,486 "
2,2,15," 1,360 "
2,3,15," 1,445 "
2,4,15," 1,251 "
2,5,15," 1,126 "
2,6,15," 1,004 "
2,7,15," 1,108 "
2,8,15," 1,233 "
2,9,15," 1,375 "
2,10,15," 1,480 "
2,11,15," 1,451 "
2,12,15," 1,499 "
3,1,15," 1,486 "
3,2,15," 1,360 "
3,3,15," 1,445 "
3,4,15," 1,251 "
3,5,15," 1,126 "
3,6,15," 1,004 "
3,7,15," 1,108 "
3,8,15," 1,233 "
3,9,15," 1,375 "
3,10,15," 1,480 "
3,11,15," 1,451 "
3,12,15," 1,499 "
4,1,15," 1,486 "
4,2,15," 1,360 "
4,3,15," 1,445 "
4,4,15," 1,251 "
4,5,15," 1,126 "
4,6,15," 1,004 "
4,7,15," 1,108 "
4,8,15," 1,233 "
4,9,15," 1,375 "
4,10,15," 1,480 "
4,11,15," 1,451 "
4,12,15," 1,499 "
5,1,15," 1,486 "
5,2,15," 1,360 "
5,3,15," 1,445 "
5,4,15," 1,251 "
5,5,15," 1,126 "
5,6,15," 1,004 "
5,7,15," 1,108 "
5,8,15," 1,233 "
5,9,15," 1,375 "
5,10,15," 1,480 "
5,11,15," 1,451 "
5,12,15," 1,499 "
6,1,15," 1,486 "
6,2,15," 1,360 "
6,3,15," 1,445 "
6,4,15," 1,251 "
6,5,15," 1,126 "
6,6,15," 1,004 "
6,7,15," 1,108 "
6,8,15," 1,233 "
6,9,15," 1,375 "
6,10,15," 1,480 "
6,11,15," 1,451 "
6,12,15," 1,499 "
7,1,15," 1,486 "
7,2,15," 1,360 "
7,3,15," 1,445 "
7,4,15," 1,251 "
7,5,15," 1,126 "
7,6,15," 1,004 "
7,7,15," 1,108 "
7,8,15," 1,233 "
7,9,15," 1,375 "
7,10,15," 1,480 "
7,11,15," 1,451 "
7,12,15," 1,499 "
8,1,15," 1,486 "
8,2,15," 1,360 "
8,3,15," 1,445 "
8,4,15," 1,251 "
8,5,15," 1,126 "
8,6,15," 1,004 "
8,7,15," 1,108 "
8,8,15," 1,233 "
8,9,15," 1,375 "
8,10,15," 1,480 "
8,11,15," 1,451 "
8,12,15," 1,499 "
9,1,15," 1,486 "
9,2,15," 1,360 "
9,3,15," 1,445 "
9,4,15," 1,251 "
9,5,15," 1,126 "
9,6,15," 1,004 "
9,7,15," 1,108 "
9,8,15," 1,233 "
9,9,15," 1,375 "
9,10,15," 1,480 "
9,11,15," 1,451 "
9,12,15," 1,499 "
10,1,15," 1,486 "
10,2,15," 1,360 "
10,3,15," 1,445 "
10,4,15," 1,251 "
10,5,15," 1,126 "
10,6,15," 1,004 "
10,7,15," 1,108 "
10,8,15," 1,233 "
10,9,15," 1,375 "
10,10,15," 1,480 "
10,11,15," 1,451 "
10,12,15," 1,499 "
1,1,16," 1,464 "
1,2,16," 1,350 "
1,3,16," 1,418 "
1,4,16," 1,219 "
1,5,16," 1,090 "
1,6,16, 983 
1,7,16," 1,088 "
1,8,16," 1,217 "
1,9,16," 1,337 "
1,10,16," 1,451 "
1,11,16," 1,447 "
1,12,16," 1,496 "
2,1,16," 1,464 "
2,2,16," 1,350 "
2,3,16," 1,418 "
2,4,16," 1,219 "
2,5,16," 1,090 "
2,6,16, 983 
2,7,16," 1,088 "
2,8,16," 1,217 "
2,9,16," 1,337 "
2,10,16," 1,451 "
2,11,16," 1,447 "
2,12,16," 1,496 "
3,1,16," 1,464 "
3,2,16," 1,350 "
3,3,16," 1,418 "
3,4,16," 1,219 "
3,5,16," 1,090 "
3,6,16, 983 
3,7,16," 1,088 "
3,8,16," 1,217 "
3,9,16," 1,337 "
3,10,16," 1,451 "
3,11,16," 1,447 "
3,12,16," 1,496 "
4,1,16," 1,464 "
4,2,16," 1,350 "
4,3,16," 1,418 "
4,4,16," 1,219 "
4,5,16," 1,090 "
4,6,16, 983 
4,7,16," 1,088 "
4,8,16," 1,217 "
4,9,16," 1,337 "
4,10,16," 1,451 "
4,11,16," 1,447 "
4,12,16," 1,496 "
5,1,16," 1,464 "
5,2,16," 1,350 "
5,3,16," 1,418 "
5,4,16," 1,219 "
5,5,16," 1,090 "
5,6,16, 983 
5,7,16," 1,088 "
5,8,16," 1,217 "
5,9,16," 1,337 "
5,10,16," 1,451 "
5,11,16," 1,447 "
5,12,16," 1,496 "
6,1,16," 1,464 "
6,2,16," 1,350 "
6,3,16," 1,418 "
6,4,16," 1,219 "
6,5,16," 1,090 "
6,6,16, 983 
6,7,16," 1,088 "
6,8,16," 1,217 "
6,9,16," 1,337 "
6,10,16," 1,451 "
6,11,16," 1,447 "
6,12,16," 1,496 "
7,1,16," 1,464 "
7,2,16," 1,350 "
7,3,16," 1,418 "
7,4,16," 1,219 "
7,5,16," 1,090 "
7,6,16, 983 
7,7,16," 1,088 "
7,8,16," 1,217 "
7,9,16," 1,337 "
7,10,16," 1,451 "
7,11,16," 1,447 "
7,12,16," 1,496 "
8,1,16," 1,464 "
8,2,16," 1,350 "
8,3,16," 1,418 "
8,4,16," 1,219 "
8,5,16," 1,090 "
8,6,16, 983 
8,7,16," 1,088 "
8,8,16," 1,217 "
8,9,16," 1,337 "
8,10,16," 1,451 "
8,11,16," 1,447 "
8,12,16," 1,496 "
9,1,16," 1,464 "
9,2,16," 1,350 "
9,3,16," 1,418 "
9,4,16," 1,219 "
9,5,16," 1,090 "
9,6,16, 983 
9,7,16," 1,088 "
9,8,16," 1,217 "
9,9,16," 1,337 "
9,10,16," 1,451 "
9,11,16," 1,447 "
9,12,16," 1,496 "
10,1,16," 1,464 "
10,2,16," 1,350 "
10,3,16," 1,418 "
10,4,16," 1,219 "
10,5,16," 1,090 "
10,6,16, 983 
10,7,16," 1,088 "
10,8,16," 1,217 "
10,9,16," 1,337 "
10,10,16," 1,451 "
10,11,16," 1,447 "
10,12,16," 1,496 "
1,1,17," 1,426 "
1,2,17," 1,278 "
1,3,17," 1,321 "
1,4,17," 1,097 "
1,5,17, 976 
1,6,17, 864 
1,7,17, 987 
1,8,17," 1,128 "
1,9,17," 1,225 "
1,10,17," 1,311 "
1,11,17," 1,397 "
1,12,17," 1,451 "
2,1,17," 1,426 "
2,2,17," 1,278 "
2,3,17," 1,321 "
2,4,17," 1,097 "
2,5,17, 976 
2,6,17, 864 
2,7,17, 987 
2,8,17," 1,128 "
2,9,17," 1,225 "
2,10,17," 1,311 "
2,11,17," 1,397 "
2,12,17," 1,451 "
3,1,17," 1,426 "
3,2,17," 1,278 "
3,3,17," 1,321 "
3,4,17," 1,097 "
3,5,17, 976 
3,6,17, 864 
3,7,17, 987 
3,8,17," 1,128 "
3,9,17," 1,225 "
3,10,17," 1,311 "
3,11,17," 1,397 "
3,12,17," 1,451 "
4,1,17," 1,426 "
4,2,17," 1,278 "
4,3,17," 1,321 "
4,4,17," 1,097 "
4,5,17, 976 
4,6,17, 864 
4,7,17, 987 
4,8,17," 1,128 "
4,9,17," 1,225 "
4,10,17," 1,311 "
4,11,17," 1,397 "
4,12,17," 1,451 "
5,1,17," 1,426 "
5,2,17," 1,278 "
5,3,17," 1,321 "
5,4,17," 1,097 "
5,5,17, 976 
5,6,17, 864 
5,7,17, 987 
5,8,17," 1,128 "
5,9,17," 1,225 "
5,10,17," 1,311 "
5,11,17," 1,397 "
5,12,17," 1,451 "
6,1,17," 1,426 "
6,2,17," 1,278 "
6,3,17," 1,321 "
6,4,17," 1,097 "
6,5,17, 976 
6,6,17, 864 
6,7,17, 987 
6,8,17," 1,128 "
6,9,17," 1,225 "
6,10,17," 1,311 "
6,11,17," 1,397 "
6,12,17," 1,451 "
7,1,17," 1,426 "
7,2,17," 1,278 "
7,3,17," 1,321 "
7,4,17," 1,097 "
7,5,17, 976 
7,6,17, 864 
7,7,17, 987 
7,8,17," 1,128 "
7,9,17," 1,225 "
7,10,17," 1,311 "
7,11,17," 1,397 "
7,12,17," 1,451 "
8,1,17," 1,426 "
8,2,17," 1,278 "
8,3,17," 1,321 "
8,4,17," 1,097 "
8,5,17, 976 
8,6,17, 864 
8,7,17, 987 
8,8,17," 1,128 "
8,9,17," 1,225 "
8,10,17," 1,311 "
8,11,17," 1,397 "
8,12,17," 1,451 "
9,1,17," 1,426 "
9,2,17," 1,278 "
9,3,17," 1,321 "
9,4,17," 1,097 "
9,5,17, 976 
9,6,17, 864 
9,7,17, 987 
9,8,17," 1,128 "
9,9,17," 1,225 "
9,10,17," 1,311 "
9,11,17," 1,397 "
9,12,17," 1,451 "
10,1,17," 1,426 "
10,2,17," 1,278 "
10,3,17," 1,321 "
10,4,17," 1,097 "
10,5,17, 976 
10,6,17, 864 
10,7,17, 987 
10,8,17," 1,128 "
10,9,17," 1,225 "
10,10,17," 1,311 "
10,11,17," 1,397 "
10,12,17," 1,451 "
1,1,18," 1,268 "
1,2,18," 1,114 "
1,3,18," 1,035 "
1,4,18, 554 
1,5,18, 244 
1,6,18, 162 
1,7,18, 288 
1,8,18, 533 
1,9,18, 730 
1,10,18, 932 
1,11,18," 1,179 "
1,12,18," 1,250 "
2,1,18," 1,268 "
2,2,18," 1,114 "
2,3,18," 1,035 "
2,4,18, 554 
2,5,18, 244 
2,6,18, 162 
2,7,18, 288 
2,8,18, 533 
2,9,18, 730 
2,10,18, 932 
2,11,18," 1,179 "
2,12,18," 1,250 "
3,1,18," 1,268 "
3,2,18," 1,114 "
3,3,18," 1,035 "
3,4,18, 554 
3,5,18, 244 
3,6,18, 162 
3,7,18, 288 
3,8,18, 533 
3,9,18, 730 
3,10,18, 932 
3,11,18," 1,179 "
3,12,18," 1,250 "
4,1,18," 1,268 "
4,2,18," 1,114 "
4,3,18," 1,035 "
4,4,18, 554 
4,5,18, 244 
4,6,18, 162 
4,7,18, 288 
4,8,18, 533 
4,9,18, 730 
4,10,18, 932 
4,11,18," 1,179 "
4,12,18," 1,250 "
5,1,18," 1,268 "
5,2,18," 1,114 "
5,3,18," 1,035 "
5,4,18, 554 
5,5,18, 244 
5,6,18, 162 
5,7,18, 288 
5,8,18, 533 
5,9,18, 730 
5,10,18, 932 
5,11,18," 1,179 "
5,12,18," 1,250 "
6,1,18," 1,268 "
6,2,18," 1,114 "
6,3,18," 1,035 "
6,4,18, 554 
6,5,18, 244 
6,6,18, 162 
6,7,18, 288 
6,8,18, 533 
6,9,18, 730 
6,10,18, 932 
6,11,18," 1,179 "
6,12,18," 1,250 "
7,1,18," 1,268 "
7,2,18," 1,114 "
7,3,18," 1,035 "
7,4,18, 554 
7,5,18, 244 
7,6,18, 162 
7,7,18, 288 
7,8,18, 533 
7,9,18, 730 
7,10,18, 932 
7,11,18," 1,179 "
7,12,18," 1,250 "
8,1,18," 1,268 "
8,2,18," 1,114 "
8,3,18," 1,035 "
8,4,18, 554 
8,5,18, 244 
8,6,18, 162 
8,7,18, 288 
8,8,18, 533 
8,9,18, 730 
8,10,18, 932 
8,11,18," 1,179 "
8,12,18," 1,250 "
9,1,18," 1,268 "
9,2,18," 1,114 "
9,3,18," 1,035 "
9,4,18, 554 
9,5,18, 244 
9,6,18, 162 
9,7,18, 288 
9,8,18, 533 
9,9,18, 730 
9,10,18, 932 
9,11,18," 1,179 "
9,12,18," 1,250 "
10,1,18," 1,268 "
10,2,18," 1,114 "
10,3,18," 1,035 "
10,4,18, 554 
10,5,18, 244 
10,6,18, 162 
10,7,18, 288 
10,8,18, 533 
10,9,18, 730 
10,10,18, 932 
10,11,18," 1,179 "
10,12,18," 1,250 "
1,1,19, 725 
1,2,19, 508 
1,3,19, 218 
1,4,19, 18 
1,5,19,0
1,6,19,0
1,7,19,0
1,8,19, 2 
1,9,19, 42 
1,10,19, 134 
1,11,19, 342 
1,12,19, 610 
2,1,19, 725 
2,2,19, 508 
2,3,19, 218 
2,4,19, 18 
2,5,19,0
2,6,19,0
2,7,19,0
2,8,19, 2 
2,9,19, 42 
2,10,19, 134 
2,11,19, 342 
2,12,19, 610 
3,1,19, 725 
3,2,19, 508 
3,3,19, 218 
3,4,19, 18 
3,5,19,0
3,6,19,0
3,7,19,0
3,8,19, 2 
3,9,19, 42 
3,10,19, 134 
3,11,19, 342 
3,12,19, 610 
4,1,19, 725 
4,2,19, 508 
4,3,19, 218 
4,4,19, 18 
4,5,19,0
4,6,19,0
4,7,19,0
4,8,19, 2 
4,9,19, 42 
4,10,19, 134 
4,11,19, 342 
4,12,19, 610 
5,1,19, 725 
5,2,19, 508 
5,3,19, 218 
5,4,19, 18 
5,5,19,0
5,6,19,0
5,7,19,0
5,8,19, 2 
5,9,19, 42 
5,10,19, 134 
5,11,19, 342 
5,12,19, 610 
6,1,19, 725 
6,2,19, 508 
6,3,19, 218 
6,4,19, 18 
6,5,19,0
6,6,19,0
6,7,19,0
6,8,19, 2 
6,9,19, 42 
6,10,19, 134 
6,11,19, 342 
6,12,19, 610 
7,1,19, 725 
7,2,19, 508 
7,3,19, 218 
7,4,19, 18 
7,5,19,0
7,6,19,0
7,7,19,0
7,8,19, 2 
7,9,19, 42 
7,10,19, 134 
7,11,19, 342 
7,12,19, 610 
8,1,19, 725 
8,2,19, 508 
8,3,19, 218 
8,4,19, 18 
8,5,19,0
8,6,19,0
8,7,19,0
8,8,19, 2 
8,9,19, 42 
8,10,19, 134 
8,11,19, 342 
8,12,19, 610 
9,1,19, 725 
9,2,19, 508 
9,3,19, 218 
9,4,19, 18 
9,5,19,0
9,6,19,0
9,7,19,0
9,8,19, 2 
9,9,19, 42 
9,10,19, 134 
9,11,19, 342 
9,12,19, 610 
10,1,19, 725 
10,2,19, 508 
10,3,19, 218 
10,4,19, 18 
10,5,19,0
10,6,19,0
10,7,19,0
10,8,19, 2 
10,9,19, 42 
10,10,19, 134 
10,11,19, 342 
10,12,19, 610 
1,1,20, 43 
1,2,20, 6 
1,3,20,0
1,4,20,0
1,5,20,0
1,6,20,0
1,7,20,0
1,8,20,0
1,9,20,0
1,10,20,0
1,11,20,0
1,12,20, 14 
2,1,20, 43 
2,2,20, 6 
2,3,20,0
2,4,20,0
2,5,20,0
2,6,20,0
2,7,20,0
2,8,20,0
2,9,20,0
2,10,20,0
2,11,20,0
2,12,20, 14 
3,1,20, 43 
3,2,20, 6 
3,3,20,0
3,4,20,0
3,5,20,0
3,6,20,0
3,7,20,0
3,8,20,0
3,9,20,0
3,10,20,0
3,11,20,0
3,12,20, 14 
4,1,20, 43 
4,2,20, 6 
4,3,20,0
4,4,20,0
4,5,20,0
4,6,20,0
4,7,20,0
4,8,20,0
4,9,20,0
4,10,20,0
4,11,20,0
4,12,20, 14 
5,1,20, 43 
5,2,20, 6 
5,3,20,0
5,4,20,0
5,5,20,0
5,6,20,0
5,7,20,0
5,8,20,0
5,9,20,0
5,10,20,0
5,11,20,0
5,12,20, 14 
6,1,20, 43 
6,2,20, 6 
6,3,20,0
6,4,20,0
6,5,20,0
6,6,20,0
6,7,20,0
6,8,20,0
6,9,20,0
6,10,20,0
6,11,20,0
6,12,20, 14 
7,1,20, 43 
7,2,20, 6 
7,3,20,0
7,4,20,0
7,5,20,0
7,6,20,0
7,7,20,0
7,8,20,0
7,9,20,0
7,10,20,0
7,11,20,0
7,12,20, 14 
8,1,20, 43 
8,2,20, 6 
8,3,20,0
8,4,20,0
8,5,20,0
8,6,20,0
8,7,20,0
8,8,20,0
8,9,20,0
8,10,20,0
8,11,20,0
8,12,20, 14 
9,1,20, 43 
9,2,20, 6 
9,3,20,0
9,4,20,0
9,5,20,0
9,6,20,0
9,7,20,0
9,8,20,0
9,9,20,0
9,10,20,0
9,11,20,0
9,12,20, 14 
10,1,20, 43 
10,2,20, 6 
10,3,20,0
10,4,20,0
10,5,20,0
10,6,20,0
10,7,20,0
10,8,20,0
10,9,20,0
10,10,20,0
10,11,20,0
10,12,20, 14 
1,1,21,0
1,2,21,0
1,3,21,0
1,4,21,0
1,5,21,0
1,6,21,0
1,7,21,0
1,8,21,0
1,9,21,0
1,10,21,0
1,11,21,0
1,12,21,0
2,1,21,0
2,2,21,0
2,3,21,0
2,4,21,0
2,5,21,0
2,6,21,0
2,7,21,0
2,8,21,0
2,9,21,0
2,10,21,0
2,11,21,0
2,12,21,0
3,1,21,0
3,2,21,0
3,3,21,0
3,4,21,0
3,5,21,0
3,6,21,0
3,7,21,0
3,8,21,0
3,9,21,0
3,10,21,0
3,11,21,0
3,12,21,0
4,1,21,0
4,2,21,0
4,3,21,0
4,4,21,0
4,5,21,0
4,6,21,0
4,7,21,0
4,8,21,0
4,9,21,0
4,10,21,0
4,11,21,0
4,12,21,0
5,1,21,0
5,2,21,0
5,3,21,0
5,4,21,0
5,5,21,0
5,6,21,0
5,7,21,0
5,8,21,0
5,9,21,0
5,10,21,0
5,11,21,0
5,12,21,0
6,1,21,0
6,2,21,0
6,3,21,0
6,4,21,0
6,5,21,0
6,6,21,0
6,7,21,0
6,8,21,0
6,9,21,0
6,10,21,0
6,11,21,0
6,12,21,0
7,1,21,0
7,2,21,0
7,3,21,0
7,4,21,0
7,5,21,0
7,6,21,0
7,7,21,0
7,8,21,0
7,9,21,0
7,10,21,0
7,11,21,0
7,12,21,0
8,1,21,0
8,2,21,0
8,3,21,0
8,4,21,0
8,5,21,0
8,6,21,0
8,7,21,0
8,8,21,0
8,9,21,0
8,10,21,0
8,11,21,0
8,12,21,0
9,1,21,0
9,2,21,0
9,3,21,0
9,4,21,0
9,5,21,0
9,6,21,0
9,7,21,0
9,8,21,0
9,9,21,0
9,10,21,0
9,11,21,0
9,12,21,0
10,1,21,0
10,2,21,0
10,3,21,0
10,4,21,0
10,5,21,0
10,6,21,0
10,7,21,0
10,8,21,0
10,9,21,0
10,10,21,0
10,11,21,0
10,12,21,0
1,1,22,0
1,2,22,0
1,3,22,0
1,4,22,0
1,5,22,0
1,6,22,0
1,7,22,0
1,8,22,0
1,9,22,0
1,10,22,0
1,11,22,0
1,12,22,0
2,1,22,0
2,2,22,0
2,3,22,0
2,4,22,0
2,5,22,0
2,6,22,0
2,7,22,0
2,8,22,0
2,9,22,0
2,10,22,0
2,11,22,0
2,12,22,0
3,1,22,0
3,2,22,0
3,3,22,0
3,4,22,0
3,5,22,0
3,6,22,0
3,7,22,0
3,8,22,0
3,9,22,0
3,10,22,0
3,11,22,0
3,12,22,0
4,1,22,0
4,2,22,0
4,3,22,0
4,4,22,0
4,5,22,0
4,6,22,0
4,7,22,0
4,8,22,0
4,9,22,0
4,10,22,0
4,11,22,0
4,12,22,0
5,1,22,0
5,2,22,0
5,3,22,0
5,4,22,0
5,5,22,0
5,6,22,0
5,7,22,0
5,8,22,0
5,9,22,0
5,10,22,0
5,11,22,0
5,12,22,0
6,1,22,0
6,2,22,0
6,3,22,0
6,4,22,0
6,5,22,0
6,6,22,0
6,7,22,0
6,8,22,0
6,9,22,0
6,10,22,0
6,11,22,0
6,12,22,0
7,1,22,0
7,2,22,0
7,3,22,0
7,4,22,0
7,5,22,0
7,6,22,0
7,7,22,0
7,8,22,0
7,9,22,0
7,10,22,0
7,11,22,0
7,12,22,0
8,1,22,0
8,2,22,0
8,3,22,0
8,4,22,0
8,5,22,0
8,6,22,0
8,7,22,0
8,8,22,0
8,9,22,0
8,10,22,0
8,11,22,0
8,12,22,0
9,1,22,0
9,2,22,0
9,3,22,0
