Año,Mes,Hora,Demanda_MW
7,5,11, 314 
7,6,11, 325 
7,7,11, 340 
7,8,11, 326 
7,9,11, 309 
7,10,11, 299 
7,11,11, 292 
7,12,11, 306 
8,1,11, 316 
8,2,11, 292 
8,3,11, 315 
8,4,11, 287 
8,5,11, 314 
8,6,11, 325 
8,7,11, 340 
8,8,11, 326 
8,9,11, 309 
8,10,11, 299 
8,11,11, 292 
8,12,11, 306 
9,1,11, 316 
9,2,11, 292 
9,3,11, 315 
9,4,11, 287 
9,5,11, 314 
9,6,11, 325 
9,7,11, 340 
9,8,11, 326 
9,9,11, 309 
9,10,11, 299 
9,11,11, 292 
9,12,11, 306 
10,1,11, 316 
10,2,11, 292 
10,3,11, 315 
10,4,11, 287 
10,5,11, 314 
10,6,11, 325 
10,7,11, 340 
10,8,11, 326 
10,9,11, 309 
10,10,11, 299 
10,11,11, 292 
10,12,11, 306 
1,1,12, 328 
1,2,12, 303 
1,3,12, 326 
1,4,12, 294 
1,5,12, 319 
1,6,12, 331 
1,7,12, 346 
1,8,12, 329 
1,9,12, 313 
1,10,12, 305 
1,11,12, 299 
1,12,12, 317 
2,1,12, 328 
2,2,12, 303 
2,3,12, 326 
2,4,12, 294 
2,5,12, 319 
2,6,12, 331 
2,7,12, 346 
2,8,12, 329 
2,9,12, 313 
2,10,12, 305 
2,11,12, 299 
2,12,12, 317 
3,1,12, 328 
3,2,12, 303 
3,3,12, 326 
3,4,12, 294 
3,5,12, 319 
3,6,12, 331 
3,7,12, 346 
3,8,12, 329 
3,9,12, 313 
3,10,12, 305 
3,11,12, 299 
3,12,12, 317 
4,1,12, 328 
4,2,12, 303 
4,3,12, 326 
4,4,12, 294 
4,5,12, 319 
4,6,12, 331 
4,7,12, 346 
4,8,12, 329 
4,9,12, 313 
4,10,12, 305 
4,11,12, 299 
4,12,12, 317 
5,1,12, 328 
5,2,12, 303 
5,3,12, 326 
5,4,12, 294 
5,5,12, 319 
5,6,12, 331 
5,7,12, 346 
5,8,12, 329 
5,9,12, 313 
5,10,12, 305 
5,11,12, 299 
5,12,12, 317 
6,1,12, 328 
6,2,12, 303 
6,3,12, 326 
6,4,12, 294 
6,5,12, 319 
6,6,12, 331 
6,7,12, 346 
6,8,12, 329 
6,9,12, 313 
6,10,12, 305 
6,11,12, 299 
6,12,12, 317 
7,1,12, 328 
7,2,12, 303 
7,3,12, 326 
7,4,12, 294 
7,5,12, 319 
7,6,12, 331 
7,7,12, 346 
7,8,12, 329 
7,9,12, 313 
7,10,12, 305 
7,11,12, 299 
7,12,12, 317 
8,1,12, 328 
8,2,12, 303 
8,3,12, 326 
8,4,12, 294 
8,5,12, 319 
8,6,12, 331 
8,7,12, 346 
8,8,12, 329 
8,9,12, 313 
8,10,12, 305 
8,11,12, 299 
8,12,12, 317 
9,1,12, 328 
9,2,12, 303 
9,3,12, 326 
9,4,12, 294 
9,5,12, 319 
9,6,12, 331 
9,7,12, 346 
9,8,12, 329 
9,9,12, 313 
9,10,12, 305 
9,11,12, 299 
9,12,12, 317 
10,1,12, 328 
10,2,12, 303 
10,3,12, 326 
10,4,12, 294 
10,5,12, 319 
10,6,12, 331 
10,7,12, 346 
10,8,12, 329 
10,9,12, 313 
10,10,12, 305 
10,11,12, 299 
10,12,12, 317 
1,1,13, 337 
1,2,13, 311 
1,3,13, 333 
1,4,13, 299 
1,5,13, 323 
1,6,13, 335 
1,7,13, 349 
1,8,13, 330 
1,9,13, 315 
1,10,13, 308 
1,11,13, 304 
1,12,13, 325 
2,1,13, 337 
2,2,13, 311 
2,3,13, 333 
2,4,13, 299 
2,5,13, 323 
2,6,13, 335 
2,7,13, 349 
2,8,13, 330 
2,9,13, 315 
2,10,13, 308 
2,11,13, 304 
2,12,13, 325 
3,1,13, 337 
3,2,13, 311 
3,3,13, 333 
3,4,13, 299 
3,5,13, 323 
3,6,13, 335 
3,7,13, 349 
3,8,13, 330 
3,9,13, 315 
3,10,13, 308 
3,11,13, 304 
3,12,13, 325 
4,1,13, 337 
4,2,13, 311 
4,3,13, 333 
4,4,13, 299 
4,5,13, 323 
4,6,13, 335 
4,7,13, 349 
4,8,13, 330 
4,9,13, 315 
4,10,13, 308 
4,11,13, 304 
4,12,13, 325 
5,1,13, 337 
5,2,13, 311 
5,3,13, 333 
5,4,13, 299 
5,5,13, 323 
5,6,13, 335 
5,7,13, 349 
5,8,13, 330 
5,9,13, 315 
5,10,13, 308 
5,11,13, 304 
5,12,13, 325 
6,1,13, 337 
6,2,13, 311 
6,3,13, 333 
6,4,13, 299 
6,5,13, 323 
6,6,13, 335 
6,7,13, 349 
6,8,13, 330 
6,9,13, 315 
6,10,13, 308 
6,11,13, 304 
6,12,13, 325 
7,1,13, 337 
7,2,13, 311 
7,3,13, 333 
7,4,13, 299 
7,5,13, 323 
7,6,13, 335 
7,7,13, 349 
7,8,13, 330 
7,9,13, 315 
7,10,13, 308 
7,11,13, 304 
7,12,13, 325 
8,1,13, 337 
8,2,13, 311 
8,3,13, 333 
8,4,13, 299 
8,5,13, 323 
8,6,13, 335 
8,7,13, 349 
8,8,13, 330 
8,9,13, 315 
8,10,13, 308 
8,11,13, 304 
8,12,13, 325 
9,1,13, 337 
9,2,13, 311 
9,3,13, 333 
9,4,13, 299 
9,5,13, 323 
9,6,13, 335 
9,7,13, 349 
9,8,13, 330 
9,9,13, 315 
9,10,13, 308 
9,11,13, 304 
9,12,13, 325 
10,1,13, 337 
10,2,13, 311 
10,3,13, 333 
10,4,13, 299 
10,5,13, 323 
10,6,13, 335 
10,7,13, 349 
10,8,13, 330 
10,9,13, 315 
10,10,13, 308 
10,11,13, 304 
10,12,13, 325 
1,1,14, 341 
1,2,14, 316 
1,3,14, 337 
1,4,14, 299 
1,5,14, 321 
1,6,14, 333 
1,7,14, 346 
1,8,14, 325 
1,9,14, 310 
1,10,14, 305 
1,11,14, 302 
1,12,14, 327 
2,1,14, 341 
2,2,14, 316 
2,3,14, 337 
2,4,14, 299 
2,5,14, 321 
2,6,14, 333 
2,7,14, 346 
2,8,14, 325 
2,9,14, 310 
2,10,14, 305 
2,11,14, 302 
2,12,14, 327 
3,1,14, 341 
3,2,14, 316 
3,3,14, 337 
3,4,14, 299 
3,5,14, 321 
3,6,14, 333 
3,7,14, 346 
3,8,14, 325 
3,9,14, 310 
3,10,14, 305 
3,11,14, 302 
3,12,14, 327 
4,1,14, 341 
4,2,14, 316 
4,3,14, 337 
4,4,14, 299 
4,5,14, 321 
4,6,14, 333 
4,7,14, 346 
4,8,14, 325 
4,9,14, 310 
4,10,14, 305 
4,11,14, 302 
4,12,14, 327 
5,1,14, 341 
5,2,14, 316 
5,3,14, 337 
5,4,14, 299 
5,5,14, 321 
5,6,14, 333 
5,7,14, 346 
5,8,14, 325 
5,9,14, 310 
5,10,14, 305 
5,11,14, 302 
5,12,14, 327 
6,1,14, 341 
6,2,14, 316 
6,3,14, 337 
6,4,14, 299 
6,5,14, 321 
6,6,14, 333 
6,7,14, 346 
6,8,14, 325 
6,9,14, 310 
6,10,14, 305 
6,11,14, 302 
6,12,14, 327 
7,1,14, 341 
7,2,14, 316 
7,3,14, 337 
7,4,14, 299 
7,5,14, 321 
7,6,14, 333 
7,7,14, 346 
7,8,14, 325 
7,9,14, 310 
7,10,14, 305 
7,11,14, 302 
7,12,14, 327 
8,1,14, 341 
8,2,14, 316 
8,3,14, 337 
8,4,14, 299 
8,5,14, 321 
8,6,14, 333 
8,7,14, 346 
8,8,14, 325 
8,9,14, 310 
8,10,14, 305 
8,11,14, 302 
8,12,14, 327 
9,1,14, 341 
9,2,14, 316 
9,3,14, 337 
9,4,14, 299 
9,5,14, 321 
9,6,14, 333 
9,7,14, 346 
9,8,14, 325 
9,9,14, 310 
9,10,14, 305 
9,11,14, 302 
9,12,14, 327 
10,1,14, 341 
10,2,14, 316 
10,3,14, 337 
10,4,14, 299 
10,5,14, 321 
10,6,14, 333 
10,7,14, 346 
10,8,14, 325 
10,9,14, 310 
10,10,14, 305 
10,11,14, 302 
10,12,14, 327 
1,1,15, 339 
1,2,15, 316 
1,3,15, 335 
1,4,15, 291 
1,5,15, 314 
1,6,15, 329 
1,7,15, 340 
1,8,15, 318 
1,9,15, 301 
1,10,15, 297 
1,11,15, 297 
1,12,15, 324 
2,1,15, 339 
2,2,15, 316 
2,3,15, 335 
2,4,15, 291 
2,5,15, 314 
2,6,15, 329 
2,7,15, 340 
2,8,15, 318 
2,9,15, 301 
2,10,15, 297 
2,11,15, 297 
2,12,15, 324 
3,1,15, 339 
3,2,15, 316 
3,3,15, 335 
3,4,15, 291 
3,5,15, 314 
3,6,15, 329 
3,7,15, 340 
3,8,15, 318 
3,9,15, 301 
3,10,15, 297 
3,11,15, 297 
3,12,15, 324 
4,1,15, 339 
4,2,15, 316 
4,3,15, 335 
4,4,15, 291 
4,5,15, 314 
4,6,15, 329 
4,7,15, 340 
4,8,15, 318 
4,9,15, 301 
4,10,15, 297 
4,11,15, 297 
4,12,15, 324 
5,1,15, 339 
5,2,15, 316 
5,3,15, 335 
5,4,15, 291 
5,5,15, 314 
5,6,15, 329 
5,7,15, 340 
5,8,15, 318 
5,9,15, 301 
5,10,15, 297 
5,11,15, 297 
5,12,15, 324 
6,1,15, 339 
6,2,15, 316 
6,3,15, 335 
6,4,15, 291 
6,5,15, 314 
6,6,15, 329 
6,7,15, 340 
6,8,15, 318 
6,9,15, 301 
6,10,15, 297 
6,11,15, 297 
6,12,15, 324 
7,1,15, 339 
7,2,15, 316 
7,3,15, 335 
7,4,15, 291 
7,5,15, 314 
7,6,15, 329 
7,7,15, 340 
7,8,15, 318 
7,9,15, 301 
7,10,15, 297 
7,11,15, 297 
7,12,15, 324 
8,1,15, 339 
8,2,15, 316 
8,3,15, 335 
8,4,15, 291 
8,5,15, 314 
8,6,15, 329 
8,7,15, 340 
8,8,15, 318 
8,9,15, 301 
8,10,15, 297 
8,11,15, 297 
8,12,15, 324 
9,1,15, 339 
9,2,15, 316 
9,3,15, 335 
9,4,15, 291 
9,5,15, 314 
9,6,15, 329 
9,7,15, 340 
9,8,15, 318 
9,9,15, 301 
9,10,15, 297 
9,11,15, 297 
9,12,15, 324 
10,1,15, 339 
10,2,15, 316 
10,3,15, 335 
10,4,15, 291 
10,5,15, 314 
10,6,15, 329 
10,7,15, 340 
10,8,15, 318 
10,9,15, 301 
10,10,15, 297 
10,11,15, 297 
10,12,15, 324 
1,1,16, 335 
1,2,16, 313 
1,3,16, 330 
1,4,16, 282 
1,5,16, 309 
1,6,16, 328 
1,7,16, 337 
1,8,16, 313 
1,9,16, 292 
1,10,16, 289 
1,11,16, 291 
1,12,16, 319 
2,1,16, 335 
2,2,16, 313 
2,3,16, 330 
2,4,16, 282 
2,5,16, 309 
2,6,16, 328 
2,7,16, 337 
2,8,16, 313 
2,9,16, 292 
2,10,16, 289 
2,11,16, 291 
2,12,16, 319 
3,1,16, 335 
3,2,16, 313 
3,3,16, 330 
3,4,16, 282 
3,5,16, 309 
3,6,16, 328 
3,7,16, 337 
3,8,16, 313 
3,9,16, 292 
3,10,16, 289 
3,11,16, 291 
3,12,16, 319 
4,1,16, 335 
4,2,16, 313 
4,3,16, 330 
4,4,16, 282 
4,5,16, 309 
4,6,16, 328 
4,7,16, 337 
4,8,16, 313 
4,9,16, 292 
4,10,16, 289 
4,11,16, 291 
4,12,16, 319 
5,1,16, 335 
5,2,16, 313 
5,3,16, 330 
5,4,16, 282 
5,5,16, 309 
5,6,16, 328 
5,7,16, 337 
5,8,16, 313 
5,9,16, 292 
5,10,16, 289 
5,11,16, 291 
5,12,16, 319 
6,1,16, 335 
6,2,16, 313 
6,3,16, 330 
6,4,16, 282 
6,5,16, 309 
6,6,16, 328 
6,7,16, 337 
6,8,16, 313 
6,9,16, 292 
6,10,16, 289 
6,11,16, 291 
6,12,16, 319 
7,1,16, 335 
7,2,16, 313 
7,3,16, 330 
7,4,16, 282 
7,5,16, 309 
7,6,16, 328 
7,7,16, 337 
7,8,16, 313 
7,9,16, 292 
7,10,16, 289 
7,11,16, 291 
7,12,16, 319 
8,1,16, 335 
8,2,16, 313 
8,3,16, 330 
8,4,16, 282 
8,5,16, 309 
8,6,16, 328 
8,7,16, 337 
8,8,16, 313 
8,9,16, 292 
8,10,16, 289 
8,11,16, 291 
8,12,16, 319 
9,1,16, 335 
9,2,16, 313 
9,3,16, 330 
9,4,16, 282 
9,5,16, 309 
9,6,16, 328 
9,7,16, 337 
9,8,16, 313 
9,9,16, 292 
9,10,16, 289 
9,11,16, 291 
9,12,16, 319 
10,1,16, 335 
10,2,16, 313 
10,3,16, 330 
10,4,16, 282 
10,5,16, 309 
10,6,16, 328 
10,7,16, 337 
10,8,16, 313 
10,9,16, 292 
10,10,16, 289 
10,11,16, 291 
10,12,16, 319 
1,1,17, 327 
1,2,17, 304 
1,3,17, 322 
1,4,17, 275 
1,5,17, 317 
1,6,17, 343 
1,7,17, 347 
1,8,17, 315 
1,9,17, 283 
1,10,17, 281 
1,11,17, 283 
1,12,17, 312 
2,1,17, 327 
2,2,17, 304 
2,3,17, 322 
2,4,17, 275 
2,5,17, 317 
2,6,17, 343 
2,7,17, 347 
2,8,17, 315 
2,9,17, 283 
2,10,17, 281 
2,11,17, 283 
2,12,17, 312 
3,1,17, 327 
3,2,17, 304 
3,3,17, 322 
3,4,17, 275 
3,5,17, 317 
3,6,17, 343 
3,7,17, 347 
3,8,17, 315 
3,9,17, 283 
3,10,17, 281 
3,11,17, 283 
3,12,17, 312 
4,1,17, 327 
4,2,17, 304 
4,3,17, 322 
4,4,17, 275 
4,5,17, 317 
4,6,17, 343 
4,7,17, 347 
4,8,17, 315 
4,9,17, 283 
4,10,17, 281 
4,11,17, 283 
4,12,17, 312 
5,1,17, 327 
5,2,17, 304 
5,3,17, 322 
5,4,17, 275 
5,5,17, 317 
5,6,17, 343 
5,7,17, 347 
5,8,17, 315 
5,9,17, 283 
5,10,17, 281 
5,11,17, 283 
5,12,17, 312 
6,1,17, 327 
6,2,17, 304 
6,3,17, 322 
6,4,17, 275 
6,5,17, 317 
6,6,17, 343 
6,7,17, 347 
6,8,17, 315 
6,9,17, 283 
6,10,17, 281 
6,11,17, 283 
6,12,17, 312 
7,1,17, 327 
7,2,17, 304 
7,3,17, 322 
7,4,17, 275 
7,5,17, 317 
7,6,17, 343 
7,7,17, 347 
7,8,17, 315 
7,9,17, 283 
7,10,17, 281 
7,11,17, 283 
7,12,17, 312 
8,1,17, 327 
8,2,17, 304 
8,3,17, 322 
8,4,17, 275 
8,5,17, 317 
8,6,17, 343 
8,7,17, 347 
8,8,17, 315 
8,9,17, 283 
8,10,17, 281 
8,11,17, 283 
8,12,17, 312 
9,1,17, 327 
9,2,17, 304 
9,3,17, 322 
9,4,17, 275 
9,5,17, 317 
9,6,17, 343 
9,7,17, 347 
9,8,17, 315 
9,9,17, 283 
9,10,17, 281 
9,11,17, 283 
9,12,17, 312 
10,1,17, 327 
10,2,17, 304 
10,3,17, 322 
10,4,17, 275 
10,5,17, 317 
10,6,17, 343 
10,7,17, 347 
10,8,17, 315 
10,9,17, 283 
10,10,17, 281 
10,11,17, 283 
10,12,17, 312 
1,1,18, 316 
1,2,18, 295 
1,3,18, 313 
1,4,18, 297 
1,5,18, 361 
1,6,18, 381 
1,7,18, 391 
1,8,18, 354 
1,9,18, 287 
1,10,18, 279 
1,11,18, 278 
1,12,18, 305 
2,1,18, 316 
2,2,18, 295 
2,3,18, 313 
2,4,18, 297 
2,5,18, 361 
2,6,18, 381 
2,7,18, 391 
2,8,18, 354 
2,9,18, 287 
2,10,18, 279 
2,11,18, 278 
2,12,18, 305 
3,1,18, 316 
3,2,18, 295 
3,3,18, 313 
3,4,18, 297 
3,5,18, 361 
3,6,18, 381 
3,7,18, 391 
3,8,18, 354 
3,9,18, 287 
3,10,18, 279 
3,11,18, 278 
3,12,18, 305 
4,1,18, 316 
4,2,18, 295 
4,3,18, 313 
4,4,18, 297 
4,5,18, 361 
4,6,18, 381 
4,7,18, 391 
4,8,18, 354 
4,9,18, 287 
4,10,18, 279 
4,11,18, 278 
4,12,18, 305 
5,1,18, 316 
5,2,18, 295 
5,3,18, 313 
5,4,18, 297 
5,5,18, 361 
5,6,18, 381 
5,7,18, 391 
5,8,18, 354 
5,9,18, 287 
5,10,18, 279 
5,11,18, 278 
5,12,18, 305 
6,1,18, 316 
6,2,18, 295 
6,3,18, 313 
6,4,18, 297 
6,5,18, 361 
6,6,18, 381 
6,7,18, 391 
6,8,18, 354 
6,9,18, 287 
6,10,18, 279 
6,11,18, 278 
6,12,18, 305 
7,1,18, 316 
7,2,18, 295 
7,3,18, 313 
7,4,18, 297 
7,5,18, 361 
7,6,18, 381 
7,7,18, 391 
7,8,18, 354 
7,9,18, 287 
7,10,18, 279 
7,11,18, 278 
7,12,18, 305 
8,1,18, 316 
8,2,18, 295 
8,3,18, 313 
8,4,18, 297 
8,5,18, 361 
8,6,18, 381 
8,7,18, 391 
8,8,18, 354 
8,9,18, 287 
8,10,18, 279 
8,11,18, 278 
8,12,18, 305 
9,1,18, 316 
9,2,18, 295 
9,3,18, 313 
9,4,18, 297 
9,5,18, 361 
9,6,18, 381 
9,7,18, 391 
9,8,18, 354 
9,9,18, 287 
9,10,18, 279 
9,11,18, 278 
9,12,18, 305 
10,1,18, 316 
10,2,18, 295 
10,3,18, 313 
10,4,18, 297 
10,5,18, 361 
10,6,18, 381 
10,7,18, 391 
10,8,18, 354 
10,9,18, 287 
10,10,18, 279 
10,11,18, 278 
10,12,18, 305 
1,1,19, 310 
1,2,19, 289 
1,3,19, 317 
1,4,19, 324 
1,5,19, 375 
1,6,19, 390 
1,7,19, 406 
1,8,19, 386 
1,9,19, 317 
1,10,19, 293 
1,11,19, 283 
1,12,19, 302 
2,1,19, 310 
2,2,19, 289 
2,3,19, 317 
2,4,19, 324 
2,5,19, 375 
2,6,19, 390 
2,7,19, 406 
2,8,19, 386 
2,9,19, 317 
2,10,19, 293 
2,11,19, 283 
2,12,19, 302 
3,1,19, 310 
3,2,19, 289 
3,3,19, 317 
3,4,19, 324 
3,5,19, 375 
3,6,19, 390 
3,7,19, 406 
3,8,19, 386 
3,9,19, 317 
3,10,19, 293 
3,11,19, 283 
3,12,19, 302 
4,1,19, 310 
4,2,19, 289 
4,3,19, 317 
4,4,19, 324 
4,5,19, 375 
4,6,19, 390 
4,7,19, 406 
4,8,19, 386 
4,9,19, 317 
4,10,19, 293 
4,11,19, 283 
4,12,19, 302 
5,1,19, 310 
5,2,19, 289 
5,3,19, 317 
5,4,19, 324 
5,5,19, 375 
5,6,19, 390 
5,7,19, 406 
5,8,19, 386 
5,9,19, 317 
5,10,19, 293 
5,11,19, 283 
5,12,19, 302 
6,1,19, 310 
6,2,19, 289 
6,3,19, 317 
6,4,19, 324 
6,5,19, 375 
6,6,19, 390 
6,7,19, 406 
6,8,19, 386 
6,9,19, 317 
6,10,19, 293 
6,11,19, 283 
6,12,19, 302 
7,1,19, 310 
7,2,19, 289 
7,3,19, 317 
7,4,19, 324 
7,5,19, 375 
7,6,19, 390 
7,7,19, 406 
7,8,19, 386 
7,9,19, 317 
7,10,19, 293 
7,11,19, 283 
7,12,19, 302 
8,1,19, 310 
8,2,19, 289 
8,3,19, 317 
8,4,19, 324 
8,5,19, 375 
8,6,19, 390 
8,7,19, 406 
8,8,19, 386 
8,9,19, 317 
8,10,19, 293 
8,11,19, 283 
8,12,19, 302 
9,1,19, 310 
9,2,19, 289 
9,3,19, 317 
9,4,19, 324 
9,5,19, 375 
9,6,19, 390 
9,7,19, 406 
9,8,19, 386 
9,9,19, 317 
9,10,19, 293 
9,11,19, 283 
9,12,19, 302 
10,1,19, 310 
10,2,19, 289 
10,3,19, 317 
10,4,19, 324 
10,5,19, 375 
10,6,19, 390 
10,7,19, 406 
10,8,19, 386 
10,9,19, 317 
10,10,19, 293 
10,11,19, 283 
10,12,19, 302 
1,1,20, 312 
1,2,20, 297 
1,3,20, 346 
1,4,20, 319 
1,5,20, 368 
1,6,20, 384 
1,7,20, 403 
1,8,20, 383 
1,9,20, 351 
1,10,20, 332 
1,11,20, 305 
1,12,20, 310 
2,1,20, 312 
2,2,20, 297 
2,3,20, 346 
2,4,20, 319 
2,5,20, 368 
2,6,20, 384 
2,7,20, 403 
2,8,20, 383 
2,9,20, 351 
2,10,20, 332 
2,11,20, 305 
2,12,20, 310 
3,1,20, 312 
3,2,20, 297 
3,3,20, 346 
3,4,20, 319 
3,5,20, 368 
3,6,20, 384 
3,7,20, 403 
3,8,20, 383 
3,9,20, 351 
3,10,20, 332 
3,11,20, 305 
3,12,20, 310 
4,1,20, 312 
4,2,20, 297 
4,3,20, 346 
4,4,20, 319 
4,5,20, 368 
4,6,20, 384 
4,7,20, 403 
4,8,20, 383 
4,9,20, 351 
4,10,20, 332 
4,11,20, 305 
4,12,20, 310 
5,1,20, 312 
5,2,20, 297 
5,3,20, 346 
5,4,20, 319 
5,5,20, 368 
5,6,20, 384 
5,7,20, 403 
5,8,20, 383 
5,9,20, 351 
5,10,20, 332 
5,11,20, 305 
5,12,20, 310 
6,1,20, 312 
6,2,20, 297 
6,3,20, 346 
6,4,20, 319 
6,5,20, 368 
6,6,20, 384 
6,7,20, 403 
6,8,20, 383 
6,9,20, 351 
6,10,20, 332 
6,11,20, 305 
6,12,20, 310 
7,1,20, 312 
7,2,20, 297 
7,3,20, 346 
7,4,20, 319 
7,5,20, 368 
7,6,20, 384 
7,7,20, 403 
7,8,20, 383 
7,9,20, 351 
7,10,20, 332 
7,11,20, 305 
7,12,20, 310 
8,1,20, 312 
8,2,20, 297 
8,3,20, 346 
8,4,20, 319 
8,5,20, 368 
8,6,20, 384 
8,7,20, 403 
8,8,20, 383 
8,9,20, 351 
8,10,20, 332 
8,11,20, 305 
8,12,20, 310 
9,1,20, 312 
9,2,20, 297 
9,3,20, 346 
9,4,20, 319 
9,5,20, 368 
9,6,20, 384 
9,7,20, 403 
9,8,20, 383 
9,9,20, 351 
9,10,20, 332 
9,11,20, 305 
9,12,20, 310 
10,1,20, 312 
10,2,20, 297 
10,3,20, 346 
10,4,20, 319 
10,5,20, 368 
10,6,20, 384 
10,7,20, 403 
10,8,20, 383 
10,9,20, 351 
10,10,20, 332 
10,11,20, 305 
10,12,20, 310 
1,1,21, 332 
1,2,21, 313 
1,3,21, 343 
1,4,21, 304 
1,5,21, 353 
1,6,21, 370 
1,7,21, 389 
1,8,21, 371 
1,9,21, 346 
1,10,21, 333 
1,11,21, 322 
1,12,21, 333 
2,1,21, 332 
2,2,21, 313 
2,3,21, 343 
2,4,21, 304 
2,5,21, 353 
2,6,21, 370 
2,7,21, 389 
2,8,21, 371 
2,9,21, 346 
2,10,21, 333 
2,11,21, 322 
2,12,21, 333 
3,1,21, 332 
3,2,21, 313 
3,3,21, 343 
3,4,21, 304 
3,5,21, 353 
3,6,21, 370 
3,7,21, 389 
3,8,21, 371 
3,9,21, 346 
3,10,21, 333 
3,11,21, 322 
3,12,21, 333 
4,1,21, 332 
4,2,21, 313 
4,3,21, 343 
4,4,21, 304 
4,5,21, 353 
4,6,21, 370 
4,7,21, 389 
4,8,21, 371 
4,9,21, 346 
4,10,21, 333 
4,11,21, 322 
4,12,21, 333 
5,1,21, 332 
5,2,21, 313 
5,3,21, 343 
5,4,21, 304 
5,5,21, 353 
5,6,21, 370 
5,7,21, 389 
5,8,21, 371 
5,9,21, 346 
5,10,21, 333 
5,11,21, 322 
5,12,21, 333 
6,1,21, 332 
6,2,21, 313 
6,3,21, 343 
6,4,21, 304 
6,5,21, 353 
6,6,21, 370 
6,7,21, 389 
6,8,21, 371 
6,9,21, 346 
6,10,21, 333 
6,11,21, 322 
6,12,21, 333 
7,1,21, 332 
7,2,21, 313 
7,3,21, 343 
7,4,21, 304 
7,5,21, 353 
7,6,21, 370 
7,7,21, 389 
7,8,21, 371 
7,9,21, 346 
7,10,21, 333 
7,11,21, 322 
7,12,21, 333 
8,1,21, 332 
8,2,21, 313 
8,3,21, 343 
8,4,21, 304 
8,5,21, 353 
8,6,21, 370 
8,7,21, 389 
8,8,21, 371 
8,9,21, 346 
8,10,21, 333 
8,11,21, 322 
8,12,21, 333 
9,1,21, 332 
9,2,21, 313 
9,3,21, 343 
9,4,21, 304 
9,5,21, 353 
9,6,21, 370 
9,7,21, 389 
9,8,21, 371 
9,9,21, 346 
9,10,21, 333 
9,11,21, 322 
9,12,21, 333 
10,1,21, 332 
10,2,21, 313 
10,3,21, 343 
10,4,21, 304 
10,5,21, 353 
10,6,21, 370 
10,7,21, 389 
10,8,21, 371 
10,9,21, 346 
10,10,21, 333 
10,11,21, 322 
10,12,21, 333 
1,1,22, 324 
1,2,22, 298 
1,3,22, 316 
1,4,22, 282 
1,5,22, 326 
1,6,22, 342 
1,7,22, 362 
1,8,22, 344 
1,9,22, 324 
1,10,22, 311 
1,11,22, 301 
1,12,22, 323 
2,1,22, 324 
2,2,22, 298 
2,3,22, 316 
2,4,22, 282 
2,5,22, 326 
2,6,22, 342 
2,7,22, 362 
2,8,22, 344 
2,9,22, 324 
2,10,22, 311 
2,11,22, 301 
2,12,22, 323 
3,1,22, 324 
3,2,22, 298 
3,3,22, 316 
3,4,22, 282 
3,5,22, 326 
3,6,22, 342 
3,7,22, 362 
3,8,22, 344 
3,9,22, 324 
3,10,22, 311 
3,11,22, 301 
3,12,22, 323 
4,1,22, 324 
4,2,22, 298 
4,3,22, 316 
4,4,22, 282 
4,5,22, 326 
4,6,22, 342 
4,7,22, 362 
4,8,22, 344 
4,9,22, 324 
4,10,22, 311 
4,11,22, 301 
4,12,22, 323 
5,1,22, 324 
5,2,22, 298 
5,3,22, 316 
5,4,22, 282 
5,5,22, 326 
5,6,22, 342 
5,7,22, 362 
5,8,22, 344 
5,9,22, 324 
5,10,22, 311 
5,11,22, 301 
5,12,22, 323 
6,1,22, 324 
6,2,22, 298 
6,3,22, 316 
6,4,22, 282 
6,5,22, 326 
6,6,22, 342 
6,7,22, 362 
6,8,22, 344 
6,9,22, 324 
6,10,22, 311 
6,11,22, 301 
6,12,22, 323 
7,1,22, 324 
7,2,22, 298 
7,3,22, 316 
7,4,22, 282 
7,5,22, 326 
7,6,22, 342 
7,7,22, 362 
7,8,22, 344 
7,9,22, 324 
7,10,22, 311 
7,11,22, 301 
7,12,22, 323 
8,1,22, 324 
8,2,22, 298 
8,3,22, 316 
8,4,22, 282 
8,5,22, 326 
8,6,22, 342 
8,7,22, 362 
8,8,22, 344 
8,9,22, 324 
8,10,22, 311 
8,11,22, 301 
8,12,22, 323 
9,1,22, 324 
9,2,22, 298 
9,3,22, 316 
9,4,22, 282 
9,5,22, 326 
9,6,22, 342 
9,7,22, 362 
9,8,22, 344 
9,9,22, 324 
9,10,22, 311 
9,11,22, 301 
9,12,22, 323 
10,1,22, 324 
10,2,22, 298 
10,3,22, 316 
10,4,22, 282 
10,5,22, 326 
10,6,22, 342 
10,7,22, 362 
10,8,22, 344 
10,9,22, 324 
10,10,22, 311 
10,11,22, 301 
10,12,22, 323 
1,1,23, 295 
1,2,23, 272 
1,3,23, 282 
1,4,23, 262 
1,5,23, 290 
1,6,23, 303 
1,7,23, 322 
1,8,23, 305 
1,9,23, 290 
1,10,23, 278 
1,11,23, 270 
1,12,23, 293 
2,1,23, 295 
2,2,23, 272 
2,3,23, 282 
2,4,23, 262 
2,5,23, 290 
2,6,23, 303 
2,7,23, 322 
2,8,23, 305 
2,9,23, 290 
2,10,23, 278 
2,11,23, 270 
2,12,23, 293 
3,1,23, 295 
3,2,23, 272 
3,3,23, 282 
3,4,23, 262 
3,5,23, 290 
3,6,23, 303 
3,7,23, 322 
3,8,23, 305 
3,9,23, 290 
3,10,23, 278 
